4418,Eating Disorders,"1,655",3.222,0.0013,Eating disorders,,,,,,,,,
4424,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,"4,266",3.219,0.0029,Sustainability,"Sustainability (New Rochelle, N.Y.)",,,,,,,,
4428,MUSCLE & NERVE,"15,760",3.217,0.01252,Annals of plastic surgery,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,Clinics in sports medicine,Comprehensive Physiology,European journal of applied physiology,Exercise and sport sciences reviews,Journal of neurophysiology,Middle East African journal of ophthalmology,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",Progress in neurobiology
4430,Aquaculture Reports,"1,080",3.216,0.0015,Aquaculture reports,,,,,,,,,
4437,ECOHYDROLOGY & HYDROBIOLOGY,920,3.215,0.0009,Bulletin of mathematical biology,Ground water,Journal of environmental quality,Oecologia,PloS one,The New phytologist,The Science of the total environment,Water resources research,Brazilian journal of biology = Revista brasleira de biologia,
4440,Advances in Concrete Construction,763,3.214,0.00051,,,,,,,,,,
4441,JOURNAL OF AGING AND HEALTH,"4,467",3.213,0.00418,Health,"Health (London, England : 1997)",,,,,,,,
4442,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,"4,611",3.212,0.00318,International journal of phytoremediation,,,,,,,,,
4444,JOURNAL OF EPIDEMIOLOGY,"4,219",3.211,0.00585,Journal of epidemiology,,,,,,,,,
4445,Neurocritical Care,"5,603",3.21,0.00642,Neurocritical care,,,,,,,,,
4448,ACTA NEUROLOGICA SCANDINAVICA,"8,457",3.209,0.00623,Acta neurologica Scandinavica. Supplementum,,,,,,,,,
4452,HEARING RESEARCH,"11,475",3.208,0.01019,Hearing research,,,,,,,,,
4455,JOURNAL OF PHYSICS D-APPLIED PHYSICS,"48,515",3.207,0.03715,Journal of physics D: Applied physics,,,,,,,,,
4457,APMIS,"5,007",3.205,0.00402,"APMIS : acta pathologica, microbiologica, et immunologica Scandinavica",,,,,,,,,
4462,Games for Health Journal,"1,278",3.204,0.00181,Games for health journal,,,,,,,,,
4463,AFRICAN AFFAIRS,"2,102",3.203,0.00308,African affairs,,,,,,,,,
4465,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,"6,607",3.202,0.00326,Journal of the American Water Resources Association,,,,,,,,,
4466,PATHOLOGY & ONCOLOGY RESEARCH,"3,694",3.201,0.00359,American journal of clinical pathology,Annales de pathologie,Human pathology,"Methods in molecular biology (Clifton, N.J.)",Revista espanola de patologia : publicacion oficial de la Sociedad Espanola de Anatomia Patologica y de la Sociedad Espanola de Citologia,Pathology,Journal of clinical pathology,,,
4467,INTERNATIONAL JOURNAL OF WILDLAND FIRE,"5,646",3.2,0.00396,International journal of wildland fire,,,,,,,,,
4473,DIGESTIVE DISEASES AND SCIENCES,"19,852",3.199,0.01958,,,,,,,,,,
4474,HEALTH COMMUNICATION,"6,101",3.198,0.00823,Journal of health communication,,,,,,,,,
4475,Mental Health and Physical Activity,983,3.197,0.00118,Mental health and physical activity,,,,,,,,,
4476,JOURNAL OF MOLECULAR STRUCTURE,"31,008",3.196,0.01801,Journal of molecular structure,,,,,,,,,
4477,JOURNAL OF MANAGEMENT INQUIRY,"2,329",3.194,0.00249,,,,,,,,,,
4478,Human Resources for Health,"3,161",3.192,0.00536,Human resources for health,,,,,,,,,
4481,JOURNAL OF PEDIATRIC PSYCHOLOGY,"8,627",3.191,0.00571,Journal of pediatric psychology,,,,,,,,,
4482,PHOTOSYNTHETICA,"4,886",3.189,0.00285,Photosynthetica,,,,,,,,,
4484,EUROPEAN JOURNAL OF HISTOCHEMISTRY,"1,401",3.188,0.00095,European journal of histochemistry : EJH,,,,,,,,,
4486,CURRENT PROBLEMS IN CANCER,"1,111",3.187,0.00194,Current problems in cancer,,,,,,,,,
4489,CATALYSIS LETTERS,"14,375",3.186,0.00766,Catalysis letters,,,,,,,,,
4493,Health Information Management Journal,541,3.185,0.00054,Health information management : journal of the Health Information Management Association of Australia,,,,,,,,,
4495,EPJ Data Science,928,3.184,0.00269,EPJ data science,,,,,,,,,
4500,EUROPEAN JOURNAL OF PEDIATRICS,"9,989",3.183,0.00871,European journal of pediatrics,,,,,,,,,
4503,Carbon Management,"1,278",3.182,0.0009,Carbon management,,,,,,,,,
4508,JOURNAL OF THE NEUROLOGICAL SCIENCES,"22,390",3.181,0.0185,Journal of the neurological sciences,,,,,,,,,
4509,HIV MEDICINE,"2,926",3.18,0.00544,HIV medicine,,,,,,,,,
4513,Heart Failure Clinics,"1,324",3.179,0.00175,Heart failure clinics,,,,,,,,,
4516,Communication & Sport,792,3.178,0.00099,Developmental medicine and child neurology,Evidence report/technology assessment,Global health promotion,Health promotion international,International emergency nursing,Journal of clinical nursing,Journal of general internal medicine,PloS one,Seminars in cell & developmental biology,The Journal of experimental biology
4520,JOURNAL OF NURSING SCHOLARSHIP,"4,200",3.176,0.00378,Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing,,,,,,,,,
4523,IEEE PERVASIVE COMPUTING,"2,038",3.175,0.0013,IEEE pervasive computing,,,,,,,,,
4524,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,"14,807",3.174,0.00795,Bio/technology (Nature Publishing Company),BMC biotechnology,,,,,,,,
4525,ACADEMIC RADIOLOGY,"7,316",3.173,0.0088,Academic radiology,,,,,,,,,
4526,Frontiers in Zoology,"2,952",3.172,0.00351,Frontiers in zoology,,,,,,,,,
4532,CHINESE JOURNAL OF CHEMICAL ENGINEERING,"6,469",3.171,0.00619,Chinese journal of chemical engineering,,,,,,,,,
4536,JOURNAL OF BIOMEDICAL OPTICS,"16,008",3.17,0.01273,Journal of biomedical optics,,,,,,,,,
4537,ANIMAL GENETICS,"4,848",3.169,0.00307,Animal genetics,,,,,,,,,
4544,Diabetes Metabolic Syndrome and Obesity-Targets and Therapy,"3,063",3.168,0.00391,"Diabetes, metabolic syndrome and obesity : targets and therapy",,,,,,,,,
4546,COMPUTER COMMUNICATIONS,"6,725",3.167,0.00513,Computer communications,,,,,,,,,
4550,Expert Review of Medical Devices,"2,903",3.166,0.00361,Expert review of medical devices,,,,,,,,,
4552,Future Microbiology,"5,572",3.165,0.00603,Future microbiology,,,,,,,,,
4553,CHEMBIOCHEM,"13,869",3.164,0.01435,Chembiochem : a European journal of chemical biology,,,,,,,,,
4555,BIOCHEMISTRY,"76,745",3.162,0.03469,BMC biochemistry,ISRN biochemistry,,,,,,,,
4556,Contrast Media & Molecular Imaging,"1,831",3.161,0.00231,"Acta physiologica (Oxford, England)",BJU international,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",European radiology,Interventional cardiology clinics,Journal of nuclear medicine technology,Kidney international. Supplement,Toxicology,Advances in chronic kidney disease,
4559,CHEMICAL SENSES,"5,825",3.16,0.00313,Chemical senses,,,,,,,,,
4560,JOURNAL OF ANIMAL SCIENCE,"38,102",3.159,0.01419,Journal of animal science,,,,,,,,,
4562,ADVANCES IN ATMOSPHERIC SCIENCES,"4,701",3.158,0.00559,Advances in atmospheric sciences,,,,,,,,,
4563,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,"3,292",3.157,0.00289,Psychopharmacology,,,,,,,,,
4568,LEUKEMIA RESEARCH,"7,027",3.156,0.00578,Leukemia research,,,,,,,,,
4571,CURRENT OPINION IN PULMONARY MEDICINE,"3,373",3.155,0.00392,Current opinion in pulmonary medicine,,,,,,,,,
4573,ANNALS OF PHARMACOTHERAPY,"8,125",3.154,0.00533,DICP : the annals of pharmacotherapy,,,,,,,,,
4579,JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,"5,759",3.153,0.0043,Journal of clinical psychopharmacology,,,,,,,,,
4580,INTERNATIONAL JOURNAL OF REMOTE SENSING,"28,510",3.151,0.01316,International journal of remote sensing,,,,,,,,,
4581,Translational Andrology and Urology,"2,494",3.15,0.00513,Translational andrology and urology,,,,,,,,,
4582,PLASMA CHEMISTRY AND PLASMA PROCESSING,"3,764",3.148,0.00235,,,,,,,,,,
4583,HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,"16,925",3.147,0.01735,,,,,,,,,,
4584,JOURNAL OF ENGINEERING EDUCATION,"3,350",3.146,0.00137,The International journal of engineering education,,,,,,,,,
4586,AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL,"3,424",3.145,0.00363,Autonomic neuroscience : basic & clinical,Clinical autonomic research : official journal of the Clinical Autonomic Research Society,Sleep medicine reviews,,,,,,,
4587,IMMUNOBIOLOGY,"5,645",3.144,0.00458,Immunobiology,,,,,,,,,
4589,REPRODUCTIVE TOXICOLOGY,"8,226",3.143,0.00611,"Reproductive toxicology (Elmsford, N.Y.)",,,,,,,,,
4590,Current Opinion in Allergy and Clinical Immunology,"3,557",3.142,0.00346,Current opinion in allergy and clinical immunology,,,,,,,,,
4595,Research & Politics,"1,080",3.141,0.00622,Accountability in research,BMC health services research,Health research policy and systems,The European journal of general practice,The Pan African medical journal,Nature,,,,
4596,EUROPEAN JOURNAL OF PAEDIATRIC NEUROLOGY,"3,856",3.14,0.00524,,,,,,,,,,
4599,MicrobiologyOpen,"3,006",3.139,0.00515,MicrobiologyOpen,,,,,,,,,
4603,EJNMMI Research,"2,253",3.138,0.00461,EJNMMI research,,,,,,,,,
4604,International Journal of Interactive Multimedia and Artificial Intelligence,832,3.137,0.00096,,,,,,,,,,
4605,PHOTODERMATOLOGY PHOTOIMMUNOLOGY & PHOTOMEDICINE,"1,976",3.135,0.00121,Dermatologic clinics,European journal of dermatology : EJD,Frontiers in microbiology,"Journal of photochemistry and photobiology. B, Biology",Nederlands tijdschrift voor geneeskunde,Nutrients,"Photodermatology, photoimmunology & photomedicine",Photo-dermatology,,
4607,EUROPEAN SPINE JOURNAL,"20,361",3.134,0.01887,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",,,,,,,,,
4609,BIOLOGICAL INVASIONS,"12,452",3.133,0.0117,Biological invasions,,,,,,,,,
4615,JOURNAL OF PERSONALITY DISORDERS,"4,261",3.132,0.00318,Journal of personality disorders,,,,,,,,,
4616,TUBERCULOSIS,"3,832",3.131,0.00543,"Tuberculosis (Edinburgh, Scotland)",,,,,,,,,
4618,MARINE ENVIRONMENTAL RESEARCH,"8,996",3.13,0.00782,Marine environmental research,,,,,,,,,
4619,GROUP PROCESSES & INTERGROUP RELATIONS,"3,456",3.129,0.0045,Epheta; revista de enfermeria y accion social,"Personality and social psychology review : an official journal of the Society for Personality and Social Psychology, Inc",Psychological bulletin,The American journal of orthopsychiatry,The British journal of educational psychology,The British journal of medical psychology,The British journal of psychiatry : the journal of mental science,The British journal of social psychology,International journal of group psychotherapy,
4621,ECONOMIC MODELLING,"11,536",3.127,0.01041,Economic modelling,,,,,,,,,
4622,Fractional Calculus and Applied Analysis,"2,792",3.126,0.00413,Fractional calculus & applied analysis,,,,,,,,,
4624,JOURNAL OF APPLIED POLYMER SCIENCE,"68,877",3.125,0.02299,Journal of applied polymer science,,,,,,,,,
4626,European Journal of Oral Implantology,"1,281",3.123,0.00225,European journal of oral implantology,,,,,,,,,
4627,JOURNAL OF SPECIAL EDUCATION,"2,018",3.122,0.00138,Special education,,,,,,,,,
4628,Bioscience of Microbiota Food and Health,382,3.121,0.00062,"Bioscience of microbiota, food and health",,,,,,,,,
4629,ROBOTICS AND AUTONOMOUS SYSTEMS,"7,374",3.12,0.00797,,,,,,,,,,
4630,Evolutionary Biology,"1,865",3.119,0.00157,Evolutionary biology,BMC evolutionary biology,,,,,,,,
4633,INTERNATIONAL JOURNAL OF SPORTS MEDICINE,"9,853",3.118,0.0058,International journal of sports medicine,,,,,,,,,
4635,COMPTES RENDUS CHIMIE,"4,152",3.117,0.00318,Comptes rendus. Chimie (Print),,,,,,,,,
4639,CURRENT PHARMACEUTICAL DESIGN,"22,156",3.116,0.01575,Current pharmaceutical design,,,,,,,,,
4641,SOCIAL PROBLEMS,"6,206",3.115,0.00379,Social problems,,,,,,,,,
4643,ENGINEERING FAILURE ANALYSIS,"10,818",3.114,0.01003,Engineering failure analysis,,,,,,,,,
4646,European Journal of Population-Revue Europeenne de Demographie,"1,515",3.113,0.00221,European journal of population = Revue europeenne de demographie,,,,,,,,,
4647,ACTA TROPICA,"11,474",3.112,0.01272,Acta tropica,,,,,,,,,
4648,JOURNAL OF PUBLIC ECONOMICS,"14,707",3.111,0.02039,Journal of public economics,,,,,,,,,
4650,EUROPEAN JOURNAL OF COMMUNICATION,"1,992",3.11,0.0027,European journal of communication,,,,,,,,,
4651,IEEE SIGNAL PROCESSING LETTERS,"13,590",3.109,0.02152,IEEE signal processing letters,,,,,,,,,
4656,JOURNAL OF HIGHER EDUCATION,"4,058",3.108,0.00274,Higher education,,,,,,,,,
4658,Academic Pediatrics,"4,049",3.107,0.00946,Academic pediatrics,,,,,,,,,
4660,TRIBOLOGY LETTERS,"7,227",3.106,0.00495,Tribology letters,,,,,,,,,
4663,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,"6,305",3.105,0.00352,,,,,,,,,,
4664,BEHAVIORAL MEDICINE,"1,318",3.104,0.00181,"Behavioral medicine (Washington, D.C.)",,,,,,,,,
4666,INVENTIONES MATHEMATICAE,"11,733",3.103,0.01909,Inventiones mathematicae,,,,,,,,,
4670,CHEMPHYSCHEM,"17,334",3.102,0.01614,Chemphyschem : a European journal of chemical physics and physical chemistry,,,,,,,,,
4673,FOOD AND AGRICULTURAL IMMUNOLOGY,"1,682",3.101,0.00156,BMC immunology,Immunology,,,,,,,,
4675,Fungal Biology,"3,297",3.099,0.0043,Fungal biology,,,,,,,,,
4677,JOURNAL OF POLYMER RESEARCH,"6,460",3.097,0.00377,"Research (Washington, D.C.)",,,,,,,,,
4678,Cambridge Review of International Affairs,"1,024",3.096,0.00138,,,,,,,,,,
4679,RAPID PROTOTYPING JOURNAL,"6,532",3.095,0.00429,Rapid prototyping journal,,,,,,,,,
4681,ARTIFICIAL ORGANS,"5,333",3.094,0.00414,Artificial organs,,,,,,,,,
4683,Current Urology Reports,"2,062",3.092,0.00338,Current urology reports,,,,,,,,,
4687,AMERICAN JOURNAL OF INTERNATIONAL LAW,"2,173",3.091,0.00264,,,,,,,,,,
4689,BMC INFECTIOUS DISEASES,"24,042",3.09,0.04452,BMC infectious diseases,,,,,,,,,
4691,JOURNAL OF MATERIALS RESEARCH,"19,369",3.089,0.01081,Journal of materials research,,,,,,,,,
4694,Environmental Chemistry,"3,269",3.088,0.00277,"Environmental chemistry (Collingwood, Vic.)",,,,,,,,,
4696,JOURNAL OF AMERICAN COLLEGE HEALTH,"5,666",3.087,0.0032,Journal of American college health : J of ACH,,,,,,,,,
4698,BEHAVIOUR & INFORMATION TECHNOLOGY,"3,673",3.086,0.00275,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",Behavioural brain research,Ecology letters,Journal of feline medicine and surgery,Journal of neuroscience methods,Nature reviews. Neuroscience,Public health,Scientific reports,Current opinion in insect science,
4700,INDUSTRIAL AND CORPORATE CHANGE,"5,114",3.085,0.00364,,,,,,,,,,
4701,ANIMAL COGNITION,"4,359",3.084,0.0051,Animal cognition,,,,,,,,,
4705,BOTANICAL REVIEW,"2,816",3.083,0.00065,,,,,,,,,,
4707,FAMILY RELATIONS,"4,682",3.082,0.00223,Family relations,,,,,,,,,
4708,PLANT BIOLOGY,"6,510",3.081,0.0047,"Plant biology (Stuttgart, Germany)",,,,,,,,,
4709,NUTRITION IN CLINICAL PRACTICE,"4,107",3.08,0.00398,Nutrition in clinical practice : official publication of the American Society for Parenteral and Enteral Nutrition,,,,,,,,,
4712,Conservation Physiology,"1,949",3.079,0.00361,Conservation physiology,,,,,,,,,
4713,Applied Research in Quality of Life,"1,634",3.078,0.00169,Applied research in quality of life,,,,,,,,,
4718,Contact Lens & Anterior Eye,"2,481",3.077,0.00268,Advanced healthcare materials,Advances in experimental medicine and biology,Contact lens & anterior eye : the journal of the British Contact Lens Association,Indian journal of ophthalmology,Journal francais d'ophtalmologie,Ophthalmology clinics of North America,Clinical & experimental optometry,Eye & contact lens,,
4722,CLINICS IN GERIATRIC MEDICINE,"3,138",3.076,0.00227,Clinics in geriatric medicine,,,,,,,,,
4724,EUROPEAN JOURNAL OF ORTHODONTICS,"5,844",3.075,0.00372,European journal of orthodontics,,,,,,,,,
4727,GM Crops & Food-Biotechnology in Agriculture and the Food Chain,497,3.074,0.00068,Environment international,Environmental management,GM crops,GM crops & food,Missouri medicine,New biotechnology,Planta,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Trends in plant science,Viruses
4729,FUTURES,"5,060",3.073,0.00418,Futures,,,,,,,,,
4732,Intensive and Critical Care Nursing,"2,222",3.072,0.00228,Intensive & critical care nursing,,,,,,,,,
4736,IEEE Circuits and Systems Magazine,"1,060",3.071,0.00091,,,,,,,,,,
4737,INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS,"1,343",3.07,0.00101,BMC health services research,Conservation biology : the journal of the Society for Conservation Biology,Health affairs (Project Hope),Health economics,"International journal of health services : planning, administration, evaluation",Journal of health economics,PloS one,Studies in health technology and informatics,Health systems in transition,
4740,JOURNAL OF RESEARCH IN PERSONALITY,"11,106",3.068,0.00799,Journal of research in personality,,,,,,,,,
4741,BMC GASTROENTEROLOGY,"6,821",3.067,0.0082,BMC gastroenterology,,,,,,,,,
4746,Journal of Zhejiang University-SCIENCE B,"4,032",3.066,0.00272,Journal of Zhejiang University. Science. B,,,,,,,,,
4748,Cognitive Neuroscience,822,3.065,0.00143,Cognitive neuroscience,,,,,,,,,
4750,MEDICAL ONCOLOGY,"7,745",3.064,0.00654,Therapeutic advances in medical oncology,,,,,,,,,
4751,Aerosol and Air Quality Research,"6,172",3.063,0.00646,Aerosol and air quality research,,,,,,,,,
4755,JOURNAL OF CLINICAL GASTROENTEROLOGY,"9,144",3.062,0.00857,Journal of clinical gastroenterology,,,,,,,,,
4756,Hematology-American Society of Hematology Education Program,"3,842",3.061,0.00588,Hematology. American Society of Hematology. Education Program,,,,,,,,,
4760,Reproductive Sciences,"5,273",3.06,0.00701,"Reproductive sciences (Thousand Oaks, Calif.)",,,,,,,,,
4761,JOURNAL OF MEMORY AND LANGUAGE,"11,175",3.059,0.00705,,,,,,,,,,
4764,CYTOMETRY PART B-CLINICAL CYTOMETRY,"2,051",3.058,0.00182,"Cytometry. Part B, Clinical cytometry",,,,,,,,,
4765,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,"2,642",3.057,0.00236,Otolaryngology,ISRN otolaryngology,,,,,,,,
4767,Organizational Psychology Review,810,3.056,0.00151,C.H.A.C. review,Health care financing review,,,,,,,,
4769,APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,"3,695",3.055,0.00594,,,,,,,,,,
4771,Island Studies Journal,692,3.054,0.00117,Journal (American Medical Record Association),Journal (National Association for Hospital Development (U.S.)),American Industrial Hygiene Association journal,,,,,,,
4774,JOURNAL OF CHEMICAL NEUROANATOMY,"2,880",3.052,0.00237,Journal of chemical neuroanatomy,,,,,,,,,
4776,CHILD MALTREATMENT,"3,266",3.051,0.00261,Child maltreatment,,,,,,,,,
4781,PRENATAL DIAGNOSIS,"7,537",3.05,0.00796,Prenatal diagnosis,,,,,,,,,
4782,Current Topics in Membranes,910,3.049,0.00124,Current topics in membranes,,,,,,,,,
4785,Porcine Health Management,516,3.048,0.00094,Porcine health management,,,,,,,,,
4787,SLAS Technology,607,3.047,0.00118,SLAS technology,,,,,,,,,
4788,HEALTH ECONOMICS,"7,932",3.046,0.01131,Health economics,,,,,,,,,
4793,EPILEPSY RESEARCH,"8,587",3.045,0.00773,Epilepsy research,Epilepsy research. Supplement,,,,,,,,
4796,Nonprofit Management & Leadership,"1,748",3.044,0.0011,Administration and policy in mental health,Contact lens & anterior eye : the journal of the British Contact Lens Association,Hospital topics,JAMA,"Journal of health politics, policy and law",The Journal of infectious diseases,"Work (Reading, Mass.)",Nonprofit management & leadership,,
4797,Best Practice & Research Clinical Gastroenterology,"3,919",3.043,0.00364,AORN journal,Anaesthesia,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,Early human development,Gastroenterology,International journal of nursing studies,International wound journal,Journal of manipulative and physiological therapeutics,"Lancet (London, England)",The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception
4801,Focus on Autism and Other Developmental Disabilities,"1,211",3.042,0.00125,Focus on autism and other developmental disabilities,,,,,,,,,
4804,NUMERICAL ALGORITHMS,"4,685",3.041,0.00638,Numerical algorithms,,,,,,,,,
4806,Abdominal Radiology,"4,221",3.039,0.00904,Abdominal radiology (New York),,,,,,,,,
4812,DEVELOPMENTAL PSYCHOBIOLOGY,"5,343",3.038,0.00434,Developmental psychobiology,,,,,,,,,
4814,Pain Research & Management,"2,523",3.037,0.00283,Best practice & research. Clinical rheumatology,"Journal of alternative and complementary medicine (New York, N.Y.)",Journal of applied animal welfare science : JAAWS,Nature reviews. Urology,"Pain medicine (Malden, Mass.)",Psychological bulletin,The Journal of bone and joint surgery. American volume,The Journal of orthopaedic and sports physical therapy,The Lancet. Neurology,The journal of pain
4816,JOURNAL OF CLINICAL NURSING,"16,921",3.036,0.01558,Journal of clinical nursing,,,,,,,,,
4822,Economic Research-Ekonomska Istrazivanja,"2,336",3.034,0.00259,,,,,,,,,,
4824,ARCHIVES OF SUICIDE RESEARCH,"2,259",3.033,0.00258,Archives of suicide research : official journal of the International Academy for Suicide Research,,,,,,,,,
4831,INTERNATIONAL DAIRY JOURNAL,"10,764",3.032,0.00451,International dairy journal,,,,,,,,,
4835,EARTHQUAKE SPECTRA,"7,785",3.03,0.00529,,,,,,,,,,
4838,MINERVA BIOTECNOLOGICA,230,3.028,0.00016,,,,,,,,,,
4839,COMPUTER-AIDED DESIGN,"6,460",3.027,0.00507,Computer aided design,,,,,,,,,
4841,YALE JOURNAL OF BIOLOGY AND MEDICINE,"2,938",3.026,0.0033,,,,,,,,,,
4842,WEATHER AND FORECASTING,"7,508",3.025,0.00674,,,,,,,,,,
4843,Pharmacological Reports,"6,113",3.024,0.00566,Pharmacological reports : PR,,,,,,,,,
4845,Cardiovascular Therapeutics,"1,723",3.023,0.00171,Cardiovascular therapeutics,,,,,,,,,
4847,PEDIATRIC DRUGS,"1,542",3.022,0.00193,Paediatric drugs,,,,,,,,,
4848,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,"27,146",3.021,0.02365,European journal of organic chemistry,,,,,,,,,
4853,BEST PRACTICE & RESEARCH CLINICAL HAEMATOLOGY,"1,576",3.02,0.00187,AORN journal,Anaesthesia,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,Early human development,Gastroenterology,International journal of nursing studies,International wound journal,Journal of manipulative and physiological therapeutics,"Lancet (London, England)",The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception
4860,JAPANESE JOURNAL OF CLINICAL ONCOLOGY,"5,828",3.019,0.00583,Japanese journal of clinical oncology,,,,,,,,,
4863,ARCHIVES OF DERMATOLOGICAL RESEARCH,"4,961",3.017,0.00306,Archives of dermatological research,,,,,,,,,
4866,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,"5,742",3.016,0.00219,American journal of physical medicine & rehabilitation,Best practice & research. Clinical rheumatology,British journal of sports medicine,International journal of environmental research and public health,Journal of science and medicine in sport,Scandinavian journal of medicine & science in sports,The Journal of sports medicine and physical fitness,,,
4870,EUROPEAN ADDICTION RESEARCH,"1,502",3.015,0.00145,European addiction research,,,,,,,,,
4874,Policing-A Journal of Policy and Practice,"1,029",3.014,0.00122,,,,,,,,,,
4875,COMPUTERS & FLUIDS,"12,934",3.013,0.01567,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,Artificial life,Blood purification,Current opinion in neurobiology,Journal of theoretical biology,Nature communications,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",World neurosurgery,Bailliere's clinical obstetrics and gynaecology,
4876,ENVIRONMENTAL CONSERVATION,"4,299",3.012,0.00195,Environmental conservation,,,,,,,,,
4878,JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY,"3,993",3.011,0.00223,Pharmacology,,,,,,,,,
4879,Methods and Applications in Fluorescence,981,3.009,0.00195,Methods and applications in fluorescence,,,,,,,,,
4881,TEACHING IN HIGHER EDUCATION,"3,481",3.008,0.00286,Higher education,,,,,,,,,
4883,BMC Pregnancy and Childbirth,"14,325",3.007,0.02533,BMC pregnancy and childbirth,,,,,,,,,
4884,JOURNAL OF PSYCHOSOMATIC RESEARCH,"16,908",3.006,0.00989,Journal of psychosomatic research,,,,,,,,,
4887,CLIMACTERIC,"3,220",3.005,0.00422,Climacteric : the journal of the International Menopause Society,,,,,,,,,
4889,Energies,"48,855",3.004,0.05605,Energies,,,,,,,,,
4891,AMERICAN MINERALOGIST,"21,590",3.003,0.01231,,,,,,,,,,
4892,AUTONOMOUS ROBOTS,"3,788",3,0.00422,Autonomous robots,,,,,,,,,
4915,ULTRASOUND IN MEDICINE AND BIOLOGY,"12,787",2.998,0.01114,Biology,,,,,,,,,
4917,EUROPEAN JOURNAL OF HAEMATOLOGY,"5,815",2.997,0.00594,European journal of haematology,,,,,,,,,
4920,IET Generation Transmission & Distribution,"11,655",2.995,0.01753,Applied bionics and biomechanics,"G3 (Bethesda, Md.)",International journal of molecular sciences,IET nanobiotechnology,,,,,,
4921,CIRCULATION JOURNAL,"11,622",2.993,0.01276,Circulation journal : official journal of the Japanese Circulation Society,,,,,,,,,
4923,Childhood Obesity,"1,818",2.992,0.00327,Childhood obesity (Print),,,,,,,,,
4925,JOURNAL OF SENSORY STUDIES,"2,569",2.991,0.00104,Journal of sensory studies,,,,,,,,,
4928,Frontiers in Psychology,"57,312",2.99,0.11903,Frontiers in psychology,,,,,,,,,
4931,Journal of Sports Science and Medicine,"4,651",2.988,0.00361,Journal of sports science & medicine,,,,,,,,,
4933,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,"1,963",2.987,0.00581,"Foundations of computational mathematics (New York, N.Y.)",,,,,,,,,
4935,Journal of Nanomaterials,"11,919",2.986,0.00876,Journal of nanomaterials,,,,,,,,,
4936,EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT,"2,947",2.985,0.00243,European journal of psychological assessment : official organ of the European Association of Psychological Assessment,,,,,,,,,
4938,Cancer Epidemiology,"4,347",2.984,0.00808,Cancer epidemiology,,,,,,,,,
4942,CURRENT ANTHROPOLOGY,"7,130",2.983,0.00741,Current anthropology,,,,,,,,,
4948,Feminist Criminology,993,2.981,0.00105,Feminist criminology,,,,,,,,,
4949,CLINICAL RHEUMATOLOGY,"11,988",2.98,0.01391,Bailliere's best practice & research. Clinical rheumatology,Bailliere's clinical rheumatology,,,,,,,,
4956,Adicciones,824,2.979,0.00085,Adicciones,,,,,,,,,
4961,COGNITIVE DEVELOPMENT,"3,097",2.978,0.00341,Cognitive development,,,,,,,,,
4963,Neurodegenerative Diseases,"1,798",2.977,0.0014,Neuro-degenerative diseases,,,,,,,,,
4964,Estuaries and Coasts,"5,862",2.976,0.00596,Estuaries and coasts : journal of the Estuarine Research Federation,,,,,,,,,
4966,Heart Lung and Circulation,"4,050",2.975,0.0073,Circulation. Arrhythmia and electrophysiology,Circulation. Cardiovascular genetics,Circulation. Cardiovascular interventions,Circulation. Cardiovascular quality and outcomes,Circulation. Genomic and precision medicine,Circulation. Heart failure,,,,
4967,ECOLOGICAL MODELLING,"22,498",2.974,0.01125,Ecological modelling,,,,,,,,,
