Endocrine procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的内分泌操作
"Endocrine procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的内分泌操作
"Endocrine procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的内分泌操作
"Endocrine procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的内分泌操作
"Endocrine procedure associated with injury or harm in therapeutic use, other specified approach",在治疗中采用与损伤或伤害有关的其他特指入路的内分泌操作
"Endocrine procedure associated with injury or harm in therapeutic use, unspecified approach",在治疗中采用与损伤或伤害有关的未特指入路的内分泌操作
Gynaecological or breast procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的妇科或乳房操作
"Gynaecological or breast procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的妇科或乳房操作
"Gynaecological or breast procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的妇科或乳房操作
"Gynaecological or breast procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的妇科或乳房操作
"Gynaecological or breast procedure associated with injury or harm in therapeutic use, per orifice approach",在治疗中采用与损伤或伤害有关的经腔口入路的妇科或乳房操作
"Gynaecological or breast procedure associated with injury or harm in therapeutic use, other specified approach",在治疗中采用与损伤或损害有关的其他特指入路的妇科或乳房操作
"Gynaecological or breast procedure associated with injury or harm in therapeutic use, unspecified approach",在治疗中采用与损伤或损害有关的未特指入路的妇科或乳房操作
Urological procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的泌尿科操作
"Urological procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的泌尿科操作
"Urological procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的泌尿科操作
"Urological procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的泌尿科操作
"Urological procedure associated with injury or harm, other specified approach",与损伤或伤害有关的其他特指入路的泌尿科操作
"Urological procedure associated with injury or harm, unspecified approach",与损伤或伤害有关的其未特指入路的泌尿科操作
Obstetric procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的产科操作
"Caesarean section or other obstetric procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的剖宫产或其他产科操作
"Obstetric procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的产科操作
"Obstetric procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的产科操作
"Obstetric procedure associated with injury or harm in therapeutic use, per orifice approach",在治疗中采用与损伤或伤害有关的经腔口入路产科操作
"Caesarean section or other obstetric procedure associated with injury or harm, other specified approach",与损伤或损害有关的其他特指入路的剖宫产或其他产科操作
"Caesarean section or other obstetric procedure associated with injury or harm, unspecified approach",与损伤或损害有关的未特指入路的剖宫产或其他产科操作
Musculoskeletal procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的肌肉骨骼操作
"Musculoskeletal procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的肌肉骨骼操作
"Musculoskeletal procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的肌肉骨骼操作
Bone marrow aspiration or biopsy associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的骨髓穿刺或活检
"Musculoskeletal procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的肌肉骨骼操作
"Musculoskeletal procedure associated with injury or harm in therapeutic use, other specified approach",在治疗中采用与损伤或损害有关的其他特指入路的肌肉骨骼操作
"Musculoskeletal procedure associated with injury or harm in therapeutic use, unspecified approach",在治疗中采用与损伤或损害有关的未特指入路的肌肉骨骼操作
Vascular procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的血管操作
"Vascular procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的血管操作
"Vascular procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的血管操作
"Vascular procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的血管操作
"Vascular procedure associated with injury or harm, other specified approach",与损伤或伤害有关的其他特指入路的血管操作
"Vascular procedure associated with injury or harm, unspecified approach",与损伤或伤害有关的未特指入路的血管操作
"Ear, nose, oral, or throat procedure associated with injury or harm in therapeutic use",在治疗中采用与损伤或伤害有关的耳、鼻、口或喉操作
"Ear, nose, oral, or throat procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的耳、鼻、口或喉操作
"Ear, nose, oral, or throat procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的耳、鼻、口或喉操作
"Ear, nose, oral, or throat procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的耳、鼻、口或喉操作
"Ear, nose, oral, or throat procedure associated with injury or harm in therapeutic use, other specified approach",在治疗中使用与损伤或伤害有关的其他特指入路的耳、鼻、口或喉操作
"Ear, nose, oral, or throat procedure associated with injury or harm in therapeutic use, unspecified approach",在治疗中使用与损伤或损害有关的未特指入路的耳、鼻、口或喉操作
Dental procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的口腔科操作
"Dental procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的口腔科操作
"Dental procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的口腔科操作
"Dental procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的口腔科操作
"Dental procedure associated with injury or harm, other specified approach",与损伤或损害有关的其他特指入路的口腔科操作
"Dental procedure associated with injury or harm, unspecified approach",与损伤或损害有关的未特指入路的口腔科操作
Skin or integument procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的皮肤或体被操作
"Skin or integument procedure associated with injury or harm, open approach",与损伤或伤害有关的开放入路的皮肤或体被操作
"Skin or integument procedure associated with injury or harm, percutaneous approach",与损伤或伤害有关的经皮入路的皮肤或体被操作
"Skin or integument procedure associated with injury or harm, endoscopic approach",与损伤或伤害有关的内镜入路的皮肤或体被操作
"Skin or integument procedure associated with injury or harm in therapeutic use, other specified approach",在治疗中采用与损伤或伤害有关的其他特指入路的皮肤或体被操作
"Skin or integument procedure associated with injury or harm in therapeutic use, unspecified approach",在治疗中采用与损伤或伤害有关的未特指入路的皮肤或体被操作
Ophthalmic procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的眼科操作
Certain medical procedures associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的某些内科操作
Ventilation associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的肺通气
Extracorporeal life support procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的体外生命支持手术
Aspiration or drainage of body cavity or fluid collection associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的收集体腔或体液的抽吸或引流
Acupuncture or related therapies associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的针灸或相关疗法
Acupuncture cupping associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的针刺拔罐
Other specified acupuncture or related therapies associated with injury or harm in therapeutic use,其他特指的在治疗中采用与损伤或伤害有关的针灸或相关疗法
"Acupuncture or related therapies associated with injury or harm in therapeutic use, unspecified",未特指的在治疗中采用与损伤或伤害有关的针灸或相关疗法
Bone marrow aspiration or biopsy associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的骨髓穿刺或活检
"Biopsy procedure, not elsewhere classified, associated with injury or harm in therapeutic use",在治疗中采用与损伤或伤害有关的不可归类在他处的活组织检查
Dialysis associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的透析治疗
Injection or infusion for therapeutic or diagnostic purposes associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的以治疗或诊断为目的注射或输注
Insertion of tube associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的插管术
Joint aspiration associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的关节穿刺术
Lumbar puncture associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的腰椎穿刺术
Manipulative therapies associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的推拿疗法
Radiation therapy associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的放射治疗
Other specified medical procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的其他特指的内科操作
Cardiopulmonary resuscitation associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的心肺复苏术
Needle stick associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的针刺操作
Skin complications of BCG immunisation,卡介苗免疫接种并发症
Other specified surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use,在诊断或治疗中采用与损伤或伤害有关的其他特指的外科或其他内科操作
"Surgical or other medical procedures associated with injury or harm in diagnostic or therapeutic use, unspecified",在诊断或治疗中采用与损伤或伤害有关的未特指的外科或其他内科操作
"Surgical or other medical devices, implants or grafts associated with injury or harm in therapeutic use",在治疗中采用与损伤或伤害有关的手术或其他医疗器械、植入物或移植物
Anaesthesiology devices associated with injury or harm,与损伤或伤害有关的麻醉装置
"Anaesthesiology devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的麻醉装置：诊断或监测装置
"Anaesthesiology devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的麻醉装置：治疗性、非手术性或康复性装置
"Anaesthesiology devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的麻醉装置：假体或其他植入物、材料或辅助装置
"Anaesthesiology devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的麻醉装置：手术器械、材料或装置
"Anaesthesiology devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的麻醉装置：不可归类在他处的其他装置
Other specified anaesthesiology devices associated with injury or harm,其他特指的与损伤或伤害有关的麻醉装置
"Anaesthesiology devices associated with injury or harm, unspecified",未特指的与损伤或伤害有关的麻醉装置
"Cardiovascular devices, implants or grafts associated with injury or harm",与损伤或伤害有关的心血管装置、植入物或移植物
"Cardiovascular devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的心血管装置：诊断或监测装置
"Cardiovascular devices associated with injury or harm, central venous catheter",与损伤或伤害有关的心血管装置：中心静脉导管
"Cardiovascular devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的心血管装置：治疗性、非手术性或康复性装置
"Cardiovascular devices associated with injury or harm, Pacemaker",与损伤或伤害有关的心血管装置：起搏器
"Cardiovascular devices associated with injury or harm, implantable defibrillator",与损伤或伤害有关的心血管装置：可植入除颤器
"Cardiovascular devices associated with injury or harm, left ventricular assist devices",与损伤或伤害有关的心血管装置：左心室辅助装置
"Cardiovascular devices associated with injury or harm, intra-aortic balloon pump",与损伤或伤害有关的心血管装置：主动脉内球囊泵
"Cardiovascular devices associated with injury or harm, IVC filter",与损伤或伤害有关的心血管装置：下腔静脉过滤器
"Cardiovascular devices associated with injury or harm, central venous catheter",与损伤或伤害有关的心血管装置：中心静脉导管
Cardiovascular devices associated with injury or harm: peripheral venous catheter,与损伤或伤害有关的心血管装置：周围静脉导管
Extracorporeal life support procedure associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的体外生命支持手术
"Other specified cardiovascular devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",其他特指的与损伤或伤害有关的心血管装置：治疗性、非手术性或康复性装置
"Cardiovascular devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices, unspecified",未特指的与损伤或伤害有关的心血管装置：治疗性、非手术性或康复性装置
"Cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的心血管装置：假体或其他植入物、材料或辅助装置
"Cardiovascular devices associated with injury or harm, grafts",与损伤或伤害有关的心血管装置：移植物
"Cardiovascular devices associated with injury or harm, stents",与损伤或伤害有关的心血管装置：支架
"Cardiovascular devices associated with injury or harm, mechanical or bioprosthetic valves",与损伤或伤害有关的心血管装置：机械或生物瓣膜
"Other specified cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",其他特指的与损伤或伤害有关的心血管装置：假体或其他植入物、材料或辅助装置
"Cardiovascular devices associated with injury or harm, prosthetic or other implants, materials or accessory devices, unspecified",未特指的与损伤或伤害有关的心血管装置：假体或其他植入物、材料或辅助装置
"Cardiovascular devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的心血管装置：手术器械、材料或装置
"Cardiovascular devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的心血管装置：不可归类在他处的其他装置
"Other specified cardiovascular devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的心血管装置、植入物或移植物
"Cardiovascular devices, implants or grafts associated with injury or harm, unspecified",未特指的与损伤或伤害有关的心血管装置、植入物或移植物
"Otorhinolaryngological devices, implants or grafts associated with injury or harm",与损伤或伤害有关的耳鼻喉科装置、植入物或移植物
"Otorhinolaryngological devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的耳鼻喉科装置：诊断或监测装置
"Otorhinolaryngological devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的耳鼻喉科装置：治疗性、非手术性或康复性装置
"Otorhinolaryngological devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的耳鼻喉科装置：假体或其他植入物、材料或辅助装置
"Otorhinolaryngological devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的耳鼻喉科装置：手术器械、材料或装置
"Otorhinolaryngological devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的耳鼻喉科装置：不可归类在他处的其他装置
"Other specified otorhinolaryngological devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的耳鼻喉科装置、植入物或移植物
"Otorhinolaryngological devices, implants or grafts associated with injury or harm, unspecified",未特指的与损伤或伤害有关的耳鼻喉科装置、植入物或移植物
"Gastroenterology or urology devices, implants or grafts associated with injury or harm",与损伤或伤害有关的胃肠病学或泌尿科装置、植入物或移植物
"Gastroenterology or urology devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的胃肠病学或泌尿科装置：诊断或监测装置
"Gastroenterology or urology devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的胃肠病学或泌尿科装置：治疗性、非手术性或康复性装置
"Gastroenterology or urology devices associated with injury or harm, urinary catheter",与损伤或伤害有关的胃肠病学或泌尿科装置：导尿管
"Other specified gastroenterology or urology devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",其他特指的与损伤或伤害有关的胃肠病学或泌尿科装置：治疗性、非手术性或康复性装置
"Gastroenterology or urology devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices, unspecified",与有害事件有关的胃肠病学或泌尿科装置：治疗、非手术或康复装置，未特指的
"Gastroenterology or urology devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的胃肠病学或泌尿科装置：假体或其他植入物、材料或辅助装置
"Gastroenterology or urology devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的胃肠病学或泌尿科装置：手术器械、材料或装置
"Gastroenterology or urology devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的胃肠病学或泌尿科装置：不可归类在他处的其他装置
"Other specified gastroenterology or urology devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的胃肠病学或泌尿科装置、植入物或移植物
"Gastroenterology or urology devices, implants or grafts associated with injury or harm, unspecified",未特指的与有害事件有关的胃肠病学或泌尿科装置、植入物或移植物
General hospital or personal use devices associated with injury or harm,与损伤或伤害有关的综合医院或个人使用的装置
"General hospital or personal use devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的综合医院或个人使用的装置：诊断或监测装置
"General hospital or personal use devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的综合医院或个人使用的装置：治疗性、非手术性或康复性装置
"General hospital or personal use devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的综合医院或个人使用的装置：假体或其他植入物、材料或辅助装置
"General hospital or personal use devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的综合医院或个人使用的装置：手术器械、材料或装置
"General hospital or personal use devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的综合医院或个人使用的装置：不可归类在他处的其他装置
Other specified general hospital or personal use devices associated with injury or harm,其他特指的与损伤或伤害有关的综合医院或个人使用的装置
"General hospital or personal use devices associated with injury or harm, unspecified",与有害事件有关的综合医院或个人使用的装置，未特指的
"Neurological devices, implants or grafts associated with injury or harm",与损伤或伤害相关的神经科装置、植入物或移植物
"Neurological devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害相关的神经科装置：诊断或监测装置
"Neurological devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害相关的神经科装置：治疗性、非手术性或康复性装置
"Neurological devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的神经科装置：假体或其他植入物、材料或辅助装置
"Neurological devices associated with injury or harm, ventricular shunt",与损伤或伤害有关的神经科装置：脑室分流术
"Other specified neurological devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",其他特指的与损伤或伤害有关的神经科装置：假体或其他植入物、材料或辅助装置
"Neurological devices associated with injury or harm, prosthetic or other implants, materials or accessory devices, unspecified",与有害事件有关的神经科装置：假体或其他植入物、材料或附件装置，未特指的
"Neurological devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的神经科装置：手术器械、材料或装置
"Neurological devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的神经科装置：不可归类在他处的其他装置
"Other specified neurological devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害相关的神经科装置、植入物或移植物
"Neurological devices, implants or grafts associated with injury or harm, unspecified",未特指的与损伤或伤害相关的神经科装置、植入物或移植物
"Obstetric or gynaecological devices, implants or grafts associated with injury or harm",与损伤或伤害有关的妇产科装置、植入物或移植物
"Obstetric or gynaecological devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的妇产科装置：诊断或监测装置
"Obstetric or gynaecological devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的妇产科装置：治疗性、非手术性或康复性装置
"Obstetric or gynaecological devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的妇产科装置：假体或其他植入物、材料或辅助装置
"Obstetric or gynaecological devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的妇产科装置：手术器械、材料或装置
"Obstetric or gynaecological devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的妇产科装置：不可归类在他处的其他装置
"Other specified obstetric or gynaecological devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的妇产科装置、植入物或移植物
"Obstetric or gynaecological devices, implants or grafts associated with injury or harm, unspecified",未特指的与损伤或伤害有关的妇产科装置、植入物或移植物
"Ophthalmic devices, implants or grafts associated with injury or harm",与损伤或伤害有关的眼科装置、植入物或移植物
"Ophthalmic devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的眼科装置：诊断或监测装置
"Ophthalmic devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的眼科装置：治疗性、非手术性或康复性装置
"Ophthalmic devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的眼科装置：假体或其他植入物、材料或辅助装置
"Ophthalmic devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的眼科装置：手术器械、材料或装置
"Ophthalmic devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的眼科装置：不可归类在他处的其他装置
"Other specified ophthalmic devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的眼科装置、植入物或移植物
"Ophthalmic devices, implants or grafts associated with injury or harm, unspecified",未特指的与损伤或伤害有关的眼科装置、植入物或移植物
Radiological devices associated with injury or harm,与损伤或伤害有关的放射学装置
"Radiological devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的放射科装置：诊断或监测装置
"Radiological devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的放射科装置：治疗性、非手术性或康复性装置
"Radiological devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的放射科装置：假体或其他植入物、材料或辅助装置
"Radiological devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的放射科装置：手术器械、材料或装置
"Radiological devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的放射科装置：不可归类在他处的其他装置
Other specified radiological devices associated with injury or harm,其他特指的与损伤或伤害有关的放射学装置
"Radiological devices associated with injury or harm, unspecified",未特指的与损伤或伤害有关的放射学装置
"Orthopaedic devices, implants or grafts associated with injury or harm",与损伤或伤害有关的矫形外科装置、植入物或移植物
"Orthopaedic devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的矫形外科装置：诊断或监测装置
"Orthopaedic devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的矫形外科装置：治疗性、非手术性或康复性装置
"Orthopaedic devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的矫形外科装置：假体或其他植入物、材料或辅助装置
"Orthopaedic devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的矫形外科装置：手术器械、材料或装置
"Orthopaedic devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的矫形外科装置：不可归类在他处的其他装置
"Other specified orthopaedic devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的矫形外科装置、植入物或移植物
"Orthopaedic devices, implants or grafts associated with injury or harm, unspecified",未特指的与损伤或伤害有关的矫形外科装置、植入物或移植物
Physical medicine devices associated with injury or harm,与损伤或伤害有关的理疗装置
"Physical medicine devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的理疗装置：诊断或监测装置
"Physical medicine devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的理疗装置：治疗性、非手术性或康复性装置
"Physical medicine devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的理疗装置：假体或其他植入物、材料或辅助装置
Communication system devices associated with adverse incidents,与有害事件有关的通讯系统设备
Communication system devices associated with adverse incidents in a physical medicine care environment,与理疗护理环境有害事件有关的通讯系统设备
Environmental control system devices associated with adverse incidents,与有害事件有关的环境控制系统
Mobility aids associated with adverse incidents,与有害事件有关的助行器
Orthotic devices associated with adverse incidents,与有害事件有关的矫正器
"Other specified physical medicine devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",其他特指的与损伤或伤害有关的理疗装置：假体或其他植入物、材料或辅助装置
"Physical medicine devices associated with injury or harm, prosthetic or other implants, materials or accessory devices, unspecified",未特指的与损伤或伤害有关的理疗装置：假体或其他植入物、材料或辅助装置
"Physical medicine devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的理疗装置：手术器械、材料或装置
"Physical medicine devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的理疗装置：不可归类在他处的其他装置
Other specified physical medicine devices associated with injury or harm,其他特指的与损伤或伤害有关的理疗装置
"Physical medicine devices associated with injury or harm, unspecified",未特指的与损伤或伤害有关的理疗装置
"General or plastic surgery devices, implants or grafts associated with injury or harm",与损伤或伤害有关的普通外科或整形外科装置、植入物或移植物
"General or plastic surgery devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的普通外科或整形外科装置：诊断或监测装置
"General or plastic surgery devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的普通外科或整形外科装置：治疗性、非手术性或康复性装置
"General or plastic surgery devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的普通外科或整形外科装置：假体或其他植入物、材料或辅助装置
"General or plastic surgery devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的普通外科或整形外科装置：手术器械、材料或装置
"General or plastic surgery devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的普通外科或整形外科装置：不可归类在他处的其他装置
"Other specified general or plastic surgery devices, implants or grafts associated with injury or harm",其他特指的与损伤或伤害有关的普通外科或整形外科装置、植入物或移植物
"General or plastic surgery devices, implants or grafts associated with injury or harm, unspecified",与有害事件有关的普通外科或整形外科装置、植入物或移植物，未特指的
"Other or unspecified medical devices, implants or grafts associated with injury or harm",与损伤或伤害有关的其他或未特指的医疗器械、植入物或移植物
"Other or unspecified medical devices associated with injury or harm, diagnostic or monitoring devices",与损伤或伤害有关的其他或未特指的医疗器械：诊断或监测装置
"Other or unspecified medical devices associated with injury or harm, therapeutic, nonsurgical or rehabilitative devices",与损伤或伤害有关的其他或未特指的医疗器械：治疗性、非手术性或康复性装置
"Other or unspecified medical devices associated with injury or harm, prosthetic or other implants, materials or accessory devices",与损伤或伤害有关的其他或未特指的医疗器械：假体或其他植入物、材料或辅助装置
"Other or unspecified medical devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的其他或未特指的医疗器械：手术器械、材料或装置
"Mechanical complication of nonabsorbable surgical material, not otherwise specified",不可吸收外科材料的机械性并发症，其他方面未特指
Mechanical complication of permanent sutures,永久缝线的机械性并发症
"Other specified other or unspecified medical devices associated with injury or harm, surgical instruments, materials or devices",与损伤或伤害有关的其他或未特指的医疗器械：手术器械、材料或装置，其他特指的
"Other or unspecified medical devices associated with injury or harm, surgical instruments, materials or devices, unspecified",与损伤或伤害有关的其他或未特指的医疗器械：手术器械、材料或装置，未特指的
"Other or unspecified medical devices associated with injury or harm, miscellaneous devices, not elsewhere classified",与损伤或伤害有关的其他或未特指的医疗器械：不可归类在他处的其他装置
Substances associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的物质
"Drugs, medicaments or biological substances associated with injury or harm in therapeutic use",在治疗中采用与损伤或伤害有关的药物、药剂或生物制品
Complementary or traditional medicines associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的补充或传统药物
"Complementary or traditional medicines associated with injury or harm in therapeutic use, Herbal Preparations or Formulas",在治疗中采用与损伤或伤害有关的补充或传统药物：草药制剂或药方
"Complementary or traditional medicines associated with injury or harm in therapeutic use, Dietary Supplements, Vitamins or Minerals",在治疗中采用与损伤或伤害有关的补充或传统药物：膳食补充剂、维生素或矿物质
"Complementary or traditional medicines associated with injury or harm in therapeutic use, Complementary or Traditional Medicines, not elsewhere classified",在治疗中采用与损伤或伤害有关的补充或传统药物：不可归类在他处的补充或传统药物
Other specified complementary or traditional medicines associated with injury or harm in therapeutic use,在治疗中采用与损伤或伤害有关的其他特指的补充或传统药物
"Complementary or traditional medicines associated with injury or harm in therapeutic use, unspecified",在治疗中采用与损伤或伤害有关的未特指的补充或传统药物
"Substances associated with injury or harm in therapeutic use, unspecified",在治疗中使用与损伤或损害有关的物质，未特指的
Other health care related causes of injury or harm,其他与医疗保健有关的损伤或伤害的原因
Mode of injury or harm associated with a surgical or other medical procedure,与外科或其他内科操作有关的损伤或伤害的方式
"Cut, puncture or tear, as mode of injury or harm",切割、穿刺或撕裂，作为损伤或伤害的方式
"Burn arising during procedure, as mode of injury or harm",在操作中引起烧伤作为损伤或伤害的方式
"Embolisation, as mode of injury or harm",栓塞作为损伤或伤害的方式
"Air embolism, as mode of injury",空气栓塞，作为损伤的方式
"Other specified embolisation, as mode of injury or harm",其他特指的栓塞作为损伤或伤害的方式
"Embolisation, as mode of injury or harm, unspecified",未特指的栓塞作为损伤或伤害的方式
